card_id,user_id,card_type,bank_name,payment_system
18702,5574,Virtual Humo,TBC,Humo
18703,5575,Virtual Uzcard,TBC,Uzcard
18704,5575,Virtual Humo,TBC,Humo
18705,5575,Other Bank,Hamkor Bank,Humo
18706,5575,Other Bank,Infin Bank,Humo
18707,5575,Other Bank,Trast Bank,Humo
18708,5576,Osmon,TBC,Humo
18709,5576,Virtual Uzcard,TBC,Uzcard
18710,5576,Virtual Humo,TBC,Humo
18711,5576,Other Bank,Anor Bank,Humo
18712,5577,Virtual Uzcard,TBC,Uzcard
18713,5577,Virtual Humo,TBC,Humo
18714,5577,Other Bank,Kapital Bank,Uzcard
18715,5578,Osmon,TBC,Humo
18716,5578,Virtual Uzcard,TBC,Uzcard
18717,5578,Virtual Humo,TBC,Humo
18718,5579,Salom,TBC,Uzcard
18719,5579,Virtual Uzcard,TBC,Uzcard
18720,5579,Virtual Humo,TBC,Humo
18721,5579,Other Bank,Kapital Bank,Humo
18722,5580,Virtual Humo,TBC,Humo
18723,5580,Other Bank,Infin Bank,Humo
18724,5581,Osmon,TBC,Humo
18725,5581,Virtual Humo,TBC,Humo
18726,5582,Salom,TBC,Uzcard
18727,5582,Virtual Uzcard,TBC,Uzcard
18728,5582,Other Bank,Infin Bank,Uzcard
18729,5582,Other Bank,Ipoteka Bank,Humo
18730,5583,Salom,TBC,Uzcard
18731,5583,Virtual Uzcard,TBC,Uzcard
18732,5583,Virtual Humo,TBC,Humo
18733,5583,Other Bank,Kapital Bank,Uzcard
18734,5584,Salom,TBC,Uzcard
18735,5584,Osmon,TBC,Humo
18736,5584,Other Bank,Aloqa Bank,Uzcard
18737,5585,Salom,TBC,Uzcard
18738,5585,Virtual Uzcard,TBC,Uzcard
18739,5585,Other Bank,Trast Bank,Humo
18740,5586,Virtual Uzcard,TBC,Uzcard
18741,5586,Virtual Humo,TBC,Humo
18742,5586,Other Bank,Anor Bank,Humo
18743,5586,Other Bank,Ipoteka Bank,Humo
18744,5587,Salom,TBC,Uzcard
18745,5587,Virtual Uzcard,TBC,Uzcard
18746,5587,Virtual Humo,TBC,Humo
18747,5587,Other Bank,Hamkor Bank,Humo
18748,5588,Salom,TBC,Uzcard
18749,5588,Osmon,TBC,Humo
18750,5588,Virtual Uzcard,TBC,Uzcard
18751,5588,Virtual Humo,TBC,Humo
18752,5588,Other Bank,Aloqa Bank,Humo
18753,5588,Other Bank,Hamkor Bank,Uzcard
18754,5588,Other Bank,Anor Bank,Humo
18755,5589,Salom,TBC,Uzcard
18756,5589,Virtual Uzcard,TBC,Uzcard
18757,5590,Virtual Uzcard,TBC,Uzcard
18758,5590,Other Bank,Trast Bank,Humo
18759,5590,Other Bank,Xalq Bank,Humo
18760,5591,Osmon,TBC,Humo
18761,5591,Virtual Uzcard,TBC,Uzcard
18762,5591,Virtual Humo,TBC,Humo
18763,5592,Salom,TBC,Uzcard
18764,5592,Osmon,TBC,Humo
18765,5592,Other Bank,Kapital Bank,Humo
18766,5593,Salom,TBC,Uzcard
18767,5593,Virtual Uzcard,TBC,Uzcard
18768,5593,Other Bank,Trast Bank,Uzcard
18769,5594,Osmon,TBC,Humo
18770,5594,Virtual Uzcard,TBC,Uzcard
18771,5594,Virtual Humo,TBC,Humo
18772,5594,Other Bank,Ipoteka Bank,Uzcard
18773,5595,Osmon,TBC,Humo
18774,5595,Virtual Uzcard,TBC,Uzcard
18775,5595,Virtual Humo,TBC,Humo
18776,5596,Salom,TBC,Uzcard
18777,5596,Virtual Uzcard,TBC,Uzcard
18778,5596,Virtual Humo,TBC,Humo
18779,5596,Other Bank,Xalq Bank,Uzcard
18780,5596,Other Bank,Anor Bank,Uzcard
18781,5596,Other Bank,Anor Bank,Humo
18782,5597,Salom,TBC,Uzcard
18783,5597,Virtual Uzcard,TBC,Uzcard
18784,5597,Virtual Humo,TBC,Humo
18785,5598,Virtual Uzcard,TBC,Uzcard
18786,5599,Salom,TBC,Uzcard
18787,5599,Virtual Uzcard,TBC,Uzcard
18788,5599,Virtual Humo,TBC,Humo
18789,5599,Other Bank,Ipoteka Bank,Uzcard
18790,5599,Other Bank,Aloqa Bank,Humo
18791,5600,Virtual Uzcard,TBC,Uzcard
18792,5600,Virtual Humo,TBC,Humo
18793,5601,Salom,TBC,Uzcard
18794,5601,Virtual Uzcard,TBC,Uzcard
18795,5601,Other Bank,Xalq Bank,Uzcard
18796,5602,Salom,TBC,Uzcard
18797,5602,Osmon,TBC,Humo
18798,5602,Virtual Uzcard,TBC,Uzcard
18799,5602,Virtual Humo,TBC,Humo
18800,5603,Salom,TBC,Uzcard
18801,5603,Virtual Humo,TBC,Humo
18802,5603,Other Bank,Ipoteka Bank,Uzcard
18803,5604,Salom,TBC,Uzcard
18804,5604,Virtual Humo,TBC,Humo
18805,5604,Other Bank,Aloqa Bank,Humo
18806,5605,Virtual Uzcard,TBC,Uzcard
18807,5605,Virtual Humo,TBC,Humo
18808,5605,Other Bank,Anor Bank,Uzcard
18809,5605,Other Bank,Anor Bank,Uzcard
18810,5605,Other Bank,Hamkor Bank,Humo
18811,5606,Osmon,TBC,Humo
18812,5606,Virtual Uzcard,TBC,Uzcard
18813,5606,Virtual Humo,TBC,Humo
18814,5606,Other Bank,Anor Bank,Humo
18815,5607,Virtual Uzcard,TBC,Uzcard
18816,5607,Other Bank,Anor Bank,Humo
18817,5607,Other Bank,Kapital Bank,Humo
18818,5608,Salom,TBC,Uzcard
18819,5608,Osmon,TBC,Humo
18820,5608,Virtual Uzcard,TBC,Uzcard
18821,5608,Virtual Humo,TBC,Humo
18822,5609,Osmon,TBC,Humo
18823,5609,Virtual Uzcard,TBC,Uzcard
18824,5609,Virtual Humo,TBC,Humo
18825,5609,Other Bank,Trast Bank,Uzcard
18826,5610,Osmon,TBC,Humo
18827,5610,Virtual Uzcard,TBC,Uzcard
18828,5610,Virtual Humo,TBC,Humo
18829,5611,Virtual Uzcard,TBC,Uzcard
18830,5611,Other Bank,Infin Bank,Humo
18831,5612,Salom,TBC,Uzcard
18832,5612,Virtual Uzcard,TBC,Uzcard
18833,5612,Other Bank,Anor Bank,Humo
18834,5612,Other Bank,Aloqa Bank,Uzcard
18835,5612,Other Bank,Xalq Bank,Uzcard
18836,5613,Other Bank,Trast Bank,Uzcard
18837,5614,Salom,TBC,Uzcard
18838,5614,Osmon,TBC,Humo
18839,5614,Virtual Uzcard,TBC,Uzcard
18840,5615,Osmon,TBC,Humo
18841,5615,Virtual Uzcard,TBC,Uzcard
18842,5615,Virtual Humo,TBC,Humo
18843,5616,Salom,TBC,Uzcard
18844,5616,Osmon,TBC,Humo
18845,5616,Virtual Uzcard,TBC,Uzcard
18846,5616,Other Bank,Trast Bank,Uzcard
18847,5617,Salom,TBC,Uzcard
18848,5617,Virtual Uzcard,TBC,Uzcard
18849,5617,Virtual Humo,TBC,Humo
18850,5617,Other Bank,Anor Bank,Humo
18851,5618,Virtual Uzcard,TBC,Uzcard
18852,5618,Virtual Humo,TBC,Humo
18853,5619,Salom,TBC,Uzcard
18854,5619,Osmon,TBC,Humo
18855,5619,Other Bank,Hamkor Bank,Uzcard
18856,5620,Salom,TBC,Uzcard
18857,5620,Virtual Uzcard,TBC,Uzcard
18858,5620,Virtual Humo,TBC,Humo
18859,5620,Other Bank,Ipoteka Bank,Uzcard
18860,5620,Other Bank,Kapital Bank,Uzcard
18861,5620,Other Bank,Ipoteka Bank,Uzcard
18862,5621,Salom,TBC,Uzcard
18863,5621,Osmon,TBC,Humo
18864,5621,Virtual Uzcard,TBC,Uzcard
18865,5621,Virtual Humo,TBC,Humo
18866,5621,Other Bank,Kapital Bank,Humo
18867,5622,Salom,TBC,Uzcard
18868,5622,Osmon,TBC,Humo
18869,5622,Virtual Uzcard,TBC,Uzcard
18870,5622,Other Bank,Trast Bank,Humo
18871,5623,Salom,TBC,Uzcard
18872,5623,Virtual Uzcard,TBC,Uzcard
18873,5623,Other Bank,Trast Bank,Uzcard
18874,5623,Other Bank,Aloqa Bank,Humo
18875,5624,Salom,TBC,Uzcard
18876,5624,Virtual Uzcard,TBC,Uzcard
18877,5624,Virtual Humo,TBC,Humo
18878,5625,Salom,TBC,Uzcard
18879,5625,Osmon,TBC,Humo
18880,5625,Virtual Uzcard,TBC,Uzcard
18881,5625,Virtual Humo,TBC,Humo
18882,5625,Other Bank,Hamkor Bank,Humo
18883,5626,Salom,TBC,Uzcard
18884,5626,Virtual Uzcard,TBC,Uzcard
18885,5626,Virtual Humo,TBC,Humo
18886,5627,Salom,TBC,Uzcard
18887,5627,Virtual Uzcard,TBC,Uzcard
18888,5627,Virtual Humo,TBC,Humo
18889,5627,Other Bank,Aloqa Bank,Humo
18890,5627,Other Bank,Kapital Bank,Humo
18891,5627,Other Bank,Infin Bank,Uzcard
18892,5628,Salom,TBC,Uzcard
18893,5628,Virtual Uzcard,TBC,Uzcard
18894,5628,Virtual Humo,TBC,Humo
18895,5628,Other Bank,Infin Bank,Uzcard
18896,5628,Other Bank,Trast Bank,Humo
18897,5629,Salom,TBC,Uzcard
18898,5629,Osmon,TBC,Humo
18899,5629,Virtual Uzcard,TBC,Uzcard
18900,5629,Virtual Humo,TBC,Humo
18901,5629,Other Bank,Ipoteka Bank,Uzcard
18902,5629,Other Bank,Xalq Bank,Humo
18903,5630,Salom,TBC,Uzcard
18904,5630,Virtual Uzcard,TBC,Uzcard
18905,5630,Virtual Humo,TBC,Humo
18906,5630,Other Bank,Trast Bank,Uzcard
18907,5630,Other Bank,Hamkor Bank,Uzcard
18908,5631,Salom,TBC,Uzcard
18909,5631,Osmon,TBC,Humo
18910,5631,Virtual Humo,TBC,Humo
18911,5631,Other Bank,Kapital Bank,Uzcard
18912,5632,Virtual Humo,TBC,Humo
18913,5632,Other Bank,Trast Bank,Uzcard
18914,5633,Osmon,TBC,Humo
18915,5633,Virtual Humo,TBC,Humo
18916,5633,Other Bank,Xalq Bank,Uzcard
18917,5634,Virtual Uzcard,TBC,Uzcard
18918,5634,Virtual Humo,TBC,Humo
18919,5634,Other Bank,Ipoteka Bank,Uzcard
18920,5635,Salom,TBC,Uzcard
18921,5635,Virtual Uzcard,TBC,Uzcard
18922,5635,Virtual Humo,TBC,Humo
18923,5635,Other Bank,Kapital Bank,Humo
18924,5635,Other Bank,Aloqa Bank,Humo
18925,5635,Other Bank,Trast Bank,Humo
18926,5636,Virtual Uzcard,TBC,Uzcard
18927,5636,Virtual Humo,TBC,Humo
18928,5636,Other Bank,Ipoteka Bank,Humo
18929,5637,Osmon,TBC,Humo
18930,5637,Virtual Uzcard,TBC,Uzcard
18931,5637,Virtual Humo,TBC,Humo
18932,5638,Salom,TBC,Uzcard
18933,5638,Virtual Uzcard,TBC,Uzcard
18934,5638,Virtual Humo,TBC,Humo
18935,5638,Other Bank,Hamkor Bank,Humo
18936,5638,Other Bank,Kapital Bank,Uzcard
18937,5639,Osmon,TBC,Humo
18938,5640,Salom,TBC,Uzcard
18939,5640,Other Bank,Infin Bank,Humo
18940,5640,Other Bank,Aloqa Bank,Uzcard
18941,5640,Other Bank,Aloqa Bank,Humo
18942,5641,Salom,TBC,Uzcard
18943,5641,Osmon,TBC,Humo
18944,5641,Virtual Uzcard,TBC,Uzcard
18945,5641,Other Bank,Kapital Bank,Uzcard
18946,5641,Other Bank,Ipoteka Bank,Uzcard
18947,5642,Salom,TBC,Uzcard
18948,5642,Osmon,TBC,Humo
18949,5642,Virtual Uzcard,TBC,Uzcard
18950,5643,Salom,TBC,Uzcard
18951,5643,Osmon,TBC,Humo
18952,5643,Other Bank,Xalq Bank,Humo
18953,5643,Other Bank,Xalq Bank,Humo
18954,5643,Other Bank,Trast Bank,Humo
18955,5644,Salom,TBC,Uzcard
18956,5644,Virtual Uzcard,TBC,Uzcard
18957,5644,Virtual Humo,TBC,Humo
18958,5645,Osmon,TBC,Humo
18959,5645,Virtual Uzcard,TBC,Uzcard
18960,5645,Virtual Humo,TBC,Humo
18961,5645,Other Bank,Kapital Bank,Humo
18962,5646,Virtual Uzcard,TBC,Uzcard
18963,5646,Other Bank,Kapital Bank,Uzcard
18964,5647,Salom,TBC,Uzcard
18965,5647,Osmon,TBC,Humo
18966,5647,Virtual Uzcard,TBC,Uzcard
18967,5647,Virtual Humo,TBC,Humo
18968,5648,Salom,TBC,Uzcard
18969,5648,Virtual Humo,TBC,Humo
18970,5649,Other Bank,Anor Bank,Humo
18971,5650,Osmon,TBC,Humo
18972,5650,Virtual Humo,TBC,Humo
18973,5651,Virtual Uzcard,TBC,Uzcard
18974,5651,Other Bank,Aloqa Bank,Uzcard
18975,5652,Salom,TBC,Uzcard
18976,5652,Virtual Uzcard,TBC,Uzcard
18977,5652,Virtual Humo,TBC,Humo
18978,5652,Other Bank,Hamkor Bank,Uzcard
18979,5653,Salom,TBC,Uzcard
18980,5653,Osmon,TBC,Humo
18981,5653,Virtual Uzcard,TBC,Uzcard
18982,5653,Other Bank,Xalq Bank,Uzcard
18983,5654,Osmon,TBC,Humo
18984,5654,Virtual Uzcard,TBC,Uzcard
18985,5655,Salom,TBC,Uzcard
18986,5655,Virtual Uzcard,TBC,Uzcard
18987,5655,Virtual Humo,TBC,Humo
18988,5655,Other Bank,Trast Bank,Uzcard
18989,5656,Salom,TBC,Uzcard
18990,5656,Virtual Uzcard,TBC,Uzcard
18991,5656,Other Bank,Hamkor Bank,Uzcard
18992,5656,Other Bank,Xalq Bank,Humo
18993,5657,Salom,TBC,Uzcard
18994,5657,Virtual Uzcard,TBC,Uzcard
18995,5657,Other Bank,Kapital Bank,Uzcard
18996,5658,Salom,TBC,Uzcard
18997,5658,Virtual Uzcard,TBC,Uzcard
18998,5658,Virtual Humo,TBC,Humo
18999,5658,Other Bank,Xalq Bank,Humo
19000,5658,Other Bank,Kapital Bank,Uzcard
19001,5658,Other Bank,Anor Bank,Humo
19002,5659,Salom,TBC,Uzcard
19003,5659,Virtual Humo,TBC,Humo
19004,5659,Other Bank,Xalq Bank,Uzcard
19005,5659,Other Bank,Aloqa Bank,Humo
19006,5660,Virtual Humo,TBC,Humo
19007,5660,Other Bank,Hamkor Bank,Humo
19008,5661,Virtual Uzcard,TBC,Uzcard
19009,5661,Other Bank,Anor Bank,Uzcard
19010,5661,Other Bank,Anor Bank,Uzcard
19011,5661,Other Bank,Ipoteka Bank,Humo
19012,5662,Salom,TBC,Uzcard
19013,5662,Osmon,TBC,Humo
19014,5662,Virtual Uzcard,TBC,Uzcard
19015,5663,Salom,TBC,Uzcard
19016,5663,Virtual Humo,TBC,Humo
19017,5663,Other Bank,Trast Bank,Uzcard
19018,5663,Other Bank,Kapital Bank,Uzcard
19019,5664,Salom,TBC,Uzcard
19020,5664,Osmon,TBC,Humo
19021,5664,Virtual Uzcard,TBC,Uzcard
19022,5664,Virtual Humo,TBC,Humo
19023,5664,Other Bank,Anor Bank,Humo
19024,5664,Other Bank,Xalq Bank,Uzcard
19025,5665,Salom,TBC,Uzcard
19026,5665,Osmon,TBC,Humo
19027,5665,Virtual Humo,TBC,Humo
19028,5666,Osmon,TBC,Humo
19029,5666,Virtual Uzcard,TBC,Uzcard
19030,5666,Other Bank,Infin Bank,Humo
19031,5667,Salom,TBC,Uzcard
19032,5667,Virtual Uzcard,TBC,Uzcard
19033,5667,Virtual Humo,TBC,Humo
19034,5667,Other Bank,Ipoteka Bank,Uzcard
19035,5668,Salom,TBC,Uzcard
19036,5668,Virtual Humo,TBC,Humo
19037,5669,Virtual Uzcard,TBC,Uzcard
19038,5669,Virtual Humo,TBC,Humo
19039,5670,Osmon,TBC,Humo
19040,5670,Virtual Uzcard,TBC,Uzcard
19041,5670,Virtual Humo,TBC,Humo
19042,5670,Other Bank,Trast Bank,Uzcard
19043,5671,Salom,TBC,Uzcard
19044,5671,Virtual Uzcard,TBC,Uzcard
19045,5671,Other Bank,Ipoteka Bank,Humo
19046,5671,Other Bank,Trast Bank,Uzcard
19047,5671,Other Bank,Ipoteka Bank,Humo
19048,5672,Salom,TBC,Uzcard
19049,5672,Osmon,TBC,Humo
19050,5672,Virtual Uzcard,TBC,Uzcard
19051,5672,Virtual Humo,TBC,Humo
19052,5673,Virtual Uzcard,TBC,Uzcard
19053,5673,Virtual Humo,TBC,Humo
19054,5673,Other Bank,Hamkor Bank,Uzcard
19055,5673,Other Bank,Ipoteka Bank,Humo
19056,5674,Virtual Uzcard,TBC,Uzcard
19057,5674,Virtual Humo,TBC,Humo
19058,5674,Other Bank,Aloqa Bank,Uzcard
19059,5675,Osmon,TBC,Humo
19060,5675,Virtual Uzcard,TBC,Uzcard
19061,5676,Salom,TBC,Uzcard
19062,5676,Virtual Uzcard,TBC,Uzcard
19063,5676,Virtual Humo,TBC,Humo
19064,5676,Other Bank,Hamkor Bank,Uzcard
19065,5677,Other Bank,Infin Bank,Uzcard
19066,5678,Virtual Humo,TBC,Humo
19067,5679,Salom,TBC,Uzcard
19068,5679,Virtual Uzcard,TBC,Uzcard
19069,5679,Virtual Humo,TBC,Humo
19070,5679,Other Bank,Infin Bank,Uzcard
19071,5680,Salom,TBC,Uzcard
19072,5680,Osmon,TBC,Humo
19073,5680,Virtual Uzcard,TBC,Uzcard
19074,5680,Virtual Humo,TBC,Humo
19075,5680,Other Bank,Xalq Bank,Uzcard
19076,5681,Salom,TBC,Uzcard
19077,5681,Other Bank,Ipoteka Bank,Uzcard
19078,5682,Virtual Uzcard,TBC,Uzcard
19079,5682,Virtual Humo,TBC,Humo
19080,5683,Virtual Uzcard,TBC,Uzcard
19081,5683,Virtual Humo,TBC,Humo
19082,5684,Salom,TBC,Uzcard
19083,5684,Virtual Uzcard,TBC,Uzcard
19084,5684,Virtual Humo,TBC,Humo
19085,5685,Osmon,TBC,Humo
19086,5685,Virtual Uzcard,TBC,Uzcard
19087,5686,Other Bank,Xalq Bank,Humo
19088,5686,Other Bank,Hamkor Bank,Uzcard
19089,5687,Virtual Uzcard,TBC,Uzcard
19090,5688,Virtual Uzcard,TBC,Uzcard
19091,5688,Other Bank,Ipoteka Bank,Humo
19092,5688,Other Bank,Anor Bank,Humo
19093,5689,Salom,TBC,Uzcard
19094,5689,Virtual Uzcard,TBC,Uzcard
19095,5689,Other Bank,Ipoteka Bank,Uzcard
19096,5690,Salom,TBC,Uzcard
19097,5690,Virtual Uzcard,TBC,Uzcard
19098,5691,Other Bank,Ipoteka Bank,Uzcard
19099,5691,Other Bank,Kapital Bank,Uzcard
19100,5692,Salom,TBC,Uzcard
19101,5692,Osmon,TBC,Humo
19102,5692,Virtual Humo,TBC,Humo
19103,5693,Salom,TBC,Uzcard
19104,5693,Osmon,TBC,Humo
19105,5693,Virtual Uzcard,TBC,Uzcard
19106,5693,Other Bank,Anor Bank,Humo
19107,5694,Osmon,TBC,Humo
19108,5694,Virtual Humo,TBC,Humo
19109,5695,Salom,TBC,Uzcard
19110,5695,Virtual Uzcard,TBC,Uzcard
19111,5695,Virtual Humo,TBC,Humo
19112,5695,Other Bank,Aloqa Bank,Humo
19113,5696,Virtual Humo,TBC,Humo
19114,5697,Virtual Uzcard,TBC,Uzcard
19115,5698,Salom,TBC,Uzcard
19116,5698,Virtual Uzcard,TBC,Uzcard
19117,5698,Virtual Humo,TBC,Humo
19118,5698,Other Bank,Anor Bank,Humo
19119,5699,Salom,TBC,Uzcard
19120,5699,Osmon,TBC,Humo
19121,5699,Virtual Uzcard,TBC,Uzcard
19122,5699,Virtual Humo,TBC,Humo
19123,5700,Salom,TBC,Uzcard
19124,5700,Virtual Uzcard,TBC,Uzcard
19125,5700,Virtual Humo,TBC,Humo
19126,5701,Salom,TBC,Uzcard
19127,5701,Other Bank,Infin Bank,Humo
19128,5701,Other Bank,Xalq Bank,Humo
19129,5701,Other Bank,Kapital Bank,Humo
19130,5702,Osmon,TBC,Humo
19131,5702,Virtual Uzcard,TBC,Uzcard
19132,5703,Virtual Humo,TBC,Humo
19133,5703,Other Bank,Hamkor Bank,Uzcard
19134,5704,Virtual Humo,TBC,Humo
19135,5705,Salom,TBC,Uzcard
19136,5705,Osmon,TBC,Humo
19137,5706,Virtual Uzcard,TBC,Uzcard
19138,5706,Virtual Humo,TBC,Humo
19139,5706,Other Bank,Hamkor Bank,Humo
19140,5707,Osmon,TBC,Humo
19141,5707,Virtual Uzcard,TBC,Uzcard
19142,5707,Virtual Humo,TBC,Humo
19143,5707,Other Bank,Ipoteka Bank,Uzcard
19144,5708,Salom,TBC,Uzcard
19145,5708,Virtual Humo,TBC,Humo
19146,5708,Other Bank,Anor Bank,Humo
19147,5709,Salom,TBC,Uzcard
19148,5709,Virtual Uzcard,TBC,Uzcard
19149,5709,Other Bank,Ipoteka Bank,Uzcard
19150,5709,Other Bank,Ipoteka Bank,Humo
19151,5709,Other Bank,Aloqa Bank,Uzcard
19152,5710,Osmon,TBC,Humo
19153,5711,Osmon,TBC,Humo
19154,5712,Osmon,TBC,Humo
19155,5712,Virtual Uzcard,TBC,Uzcard
19156,5712,Virtual Humo,TBC,Humo
19157,5713,Salom,TBC,Uzcard
19158,5713,Virtual Humo,TBC,Humo
19159,5713,Other Bank,Hamkor Bank,Humo
19160,5714,Virtual Uzcard,TBC,Uzcard
19161,5714,Other Bank,Ipoteka Bank,Humo
19162,5714,Other Bank,Kapital Bank,Humo
19163,5715,Salom,TBC,Uzcard
19164,5715,Virtual Uzcard,TBC,Uzcard
19165,5716,Salom,TBC,Uzcard
19166,5716,Osmon,TBC,Humo
19167,5716,Virtual Uzcard,TBC,Uzcard
19168,5716,Virtual Humo,TBC,Humo
19169,5716,Other Bank,Kapital Bank,Humo
19170,5717,Salom,TBC,Uzcard
19171,5717,Virtual Uzcard,TBC,Uzcard
19172,5717,Virtual Humo,TBC,Humo
19173,5717,Other Bank,Hamkor Bank,Humo
19174,5718,Salom,TBC,Uzcard
19175,5718,Virtual Humo,TBC,Humo
19176,5718,Other Bank,Trast Bank,Humo
19177,5718,Other Bank,Kapital Bank,Uzcard
19178,5718,Other Bank,Ipoteka Bank,Uzcard
19179,5719,Salom,TBC,Uzcard
19180,5719,Virtual Humo,TBC,Humo
19181,5720,Virtual Uzcard,TBC,Uzcard
19182,5721,Salom,TBC,Uzcard
19183,5721,Virtual Humo,TBC,Humo
19184,5722,Osmon,TBC,Humo
19185,5722,Virtual Uzcard,TBC,Uzcard
19186,5722,Other Bank,Infin Bank,Humo
19187,5723,Salom,TBC,Uzcard
19188,5723,Osmon,TBC,Humo
19189,5723,Virtual Humo,TBC,Humo
19190,5723,Other Bank,Ipoteka Bank,Uzcard
19191,5723,Other Bank,Ipoteka Bank,Humo
19192,5724,Salom,TBC,Uzcard
19193,5724,Osmon,TBC,Humo
19194,5724,Other Bank,Trast Bank,Humo
19195,5724,Other Bank,Anor Bank,Uzcard
19196,5725,Virtual Humo,TBC,Humo
19197,5725,Other Bank,Infin Bank,Uzcard
19198,5725,Other Bank,Infin Bank,Humo
19199,5725,Other Bank,Aloqa Bank,Uzcard
19200,5726,Salom,TBC,Uzcard
19201,5726,Virtual Uzcard,TBC,Uzcard
19202,5726,Other Bank,Anor Bank,Uzcard
19203,5727,Salom,TBC,Uzcard
19204,5727,Virtual Uzcard,TBC,Uzcard
19205,5727,Other Bank,Xalq Bank,Uzcard
19206,5728,Salom,TBC,Uzcard
19207,5728,Osmon,TBC,Humo
19208,5728,Virtual Uzcard,TBC,Uzcard
19209,5728,Virtual Humo,TBC,Humo
19210,5728,Other Bank,Kapital Bank,Humo
19211,5728,Other Bank,Xalq Bank,Humo
19212,5729,Salom,TBC,Uzcard
19213,5729,Osmon,TBC,Humo
19214,5729,Virtual Uzcard,TBC,Uzcard
19215,5729,Virtual Humo,TBC,Humo
19216,5730,Osmon,TBC,Humo
19217,5730,Virtual Uzcard,TBC,Uzcard
19218,5731,Salom,TBC,Uzcard
19219,5731,Virtual Uzcard,TBC,Uzcard
19220,5731,Other Bank,Infin Bank,Humo
19221,5732,Virtual Uzcard,TBC,Uzcard
19222,5732,Virtual Humo,TBC,Humo
19223,5732,Other Bank,Anor Bank,Humo
19224,5732,Other Bank,Trast Bank,Uzcard
19225,5732,Other Bank,Ipoteka Bank,Uzcard
19226,5733,Virtual Uzcard,TBC,Uzcard
19227,5734,Salom,TBC,Uzcard
19228,5734,Virtual Humo,TBC,Humo
19229,5735,Salom,TBC,Uzcard
19230,5735,Virtual Uzcard,TBC,Uzcard
19231,5736,Salom,TBC,Uzcard
19232,5736,Osmon,TBC,Humo
19233,5736,Virtual Humo,TBC,Humo
19234,5736,Other Bank,Ipoteka Bank,Humo
19235,5737,Salom,TBC,Uzcard
19236,5737,Virtual Humo,TBC,Humo
19237,5737,Other Bank,Hamkor Bank,Humo
19238,5737,Other Bank,Anor Bank,Humo
19239,5738,Virtual Uzcard,TBC,Uzcard
19240,5738,Virtual Humo,TBC,Humo
19241,5738,Other Bank,Trast Bank,Humo
19242,5739,Salom,TBC,Uzcard
19243,5739,Virtual Humo,TBC,Humo
19244,5739,Other Bank,Anor Bank,Humo
19245,5739,Other Bank,Hamkor Bank,Uzcard
19246,5740,Osmon,TBC,Humo
19247,5740,Virtual Uzcard,TBC,Uzcard
19248,5740,Virtual Humo,TBC,Humo
19249,5740,Other Bank,Aloqa Bank,Humo
19250,5740,Other Bank,Ipoteka Bank,Humo
19251,5740,Other Bank,Kapital Bank,Uzcard
19252,5741,Salom,TBC,Uzcard
19253,5741,Osmon,TBC,Humo
19254,5741,Other Bank,Infin Bank,Humo
19255,5742,Virtual Uzcard,TBC,Uzcard
19256,5742,Other Bank,Aloqa Bank,Uzcard
19257,5743,Osmon,TBC,Humo
19258,5743,Virtual Humo,TBC,Humo
19259,5744,Salom,TBC,Uzcard
19260,5744,Osmon,TBC,Humo
19261,5744,Virtual Humo,TBC,Humo
19262,5744,Other Bank,Hamkor Bank,Uzcard
19263,5745,Virtual Uzcard,TBC,Uzcard
19264,5745,Other Bank,Xalq Bank,Uzcard
19265,5746,Osmon,TBC,Humo
19266,5746,Virtual Humo,TBC,Humo
19267,5746,Other Bank,Ipoteka Bank,Humo
19268,5747,Salom,TBC,Uzcard
19269,5747,Virtual Uzcard,TBC,Uzcard
19270,5747,Virtual Humo,TBC,Humo
19271,5747,Other Bank,Aloqa Bank,Humo
19272,5748,Virtual Uzcard,TBC,Uzcard
19273,5748,Virtual Humo,TBC,Humo
19274,5748,Other Bank,Infin Bank,Humo
19275,5748,Other Bank,Hamkor Bank,Uzcard
19276,5749,Salom,TBC,Uzcard
19277,5749,Osmon,TBC,Humo
19278,5749,Virtual Uzcard,TBC,Uzcard
19279,5749,Virtual Humo,TBC,Humo
19280,5750,Salom,TBC,Uzcard
19281,5750,Osmon,TBC,Humo
19282,5750,Virtual Uzcard,TBC,Uzcard
19283,5750,Virtual Humo,TBC,Humo
19284,5750,Other Bank,Trast Bank,Uzcard
19285,5751,Salom,TBC,Uzcard
19286,5751,Osmon,TBC,Humo
19287,5751,Virtual Uzcard,TBC,Uzcard
19288,5751,Other Bank,Ipoteka Bank,Uzcard
19289,5752,Osmon,TBC,Humo
19290,5752,Virtual Uzcard,TBC,Uzcard
19291,5752,Virtual Humo,TBC,Humo
19292,5753,Salom,TBC,Uzcard
19293,5753,Virtual Humo,TBC,Humo
19294,5753,Other Bank,Trast Bank,Humo
19295,5753,Other Bank,Ipoteka Bank,Uzcard
19296,5753,Other Bank,Infin Bank,Uzcard
19297,5754,Salom,TBC,Uzcard
19298,5754,Osmon,TBC,Humo
19299,5754,Virtual Humo,TBC,Humo
19300,5754,Other Bank,Kapital Bank,Uzcard
19301,5755,Salom,TBC,Uzcard
19302,5755,Virtual Uzcard,TBC,Uzcard
19303,5755,Other Bank,Anor Bank,Uzcard
19304,5756,Salom,TBC,Uzcard
19305,5756,Osmon,TBC,Humo
